,workerid,language,correct,idiom,response,result,rt,Affect
939,130,Russian,to be unreliable or untrustworthy,to have seven Fridays in a week,to be lucky,incorrect,8873.0,Negative
940,74,Russian,to be unreliable or untrustworthy,to have seven Fridays in a week,to be lucky,incorrect,13572.0,Negative
941,85,Hindi,the situation has gone out of control,the buffalo has gone into the water,the situation has gone out of control,correct,5350.0,Negative
942,91,Hindi,the situation has gone out of control,the buffalo has gone into the water,the situation has gone out of control,correct,22715.0,Negative
943,57,Hindi,the situation has gone out of control,the buffalo has gone into the water,a problem has been avoided,incorrect,9950.0,Negative
944,87,Hindi,the situation has gone out of control,the buffalo has gone into the water,the situation has gone out of control,correct,9123.0,Negative
945,104,Hindi,the situation has gone out of control,the buffalo has gone into the water,the situation has gone out of control,correct,12505.0,Negative
946,128,Hindi,the situation has gone out of control,the buffalo has gone into the water,a problem has been avoided,incorrect,16137.0,Negative
947,53,Hindi,the situation has gone out of control,the buffalo has gone into the water,a problem has been avoided,incorrect,5878.0,Negative
948,129,Hindi,the situation has gone out of control,the buffalo has gone into the water,the situation has gone out of control,correct,6290.0,Negative
949,50,Hindi,the situation has gone out of control,the buffalo has gone into the water,a problem has been avoided,incorrect,9680.0,Negative
950,28,Hindi,the situation has gone out of control,the buffalo has gone into the water,a problem has been avoided,incorrect,10781.0,Negative
951,115,Hindi,the situation has gone out of control,the buffalo has gone into the water,the situation has gone out of control,correct,4204.0,Negative
952,55,Hindi,the situation has gone out of control,the buffalo has gone into the water,a problem has been avoided,incorrect,22273.0,Negative
953,43,Hindi,the situation has gone out of control,the buffalo has gone into the water,a problem has been avoided,incorrect,21072.0,Negative
954,47,Hindi,the situation has gone out of control,the buffalo has gone into the water,the situation has gone out of control,correct,14986.0,Negative
955,124,Hindi,the situation has gone out of control,the buffalo has gone into the water,a problem has been avoided,incorrect,9597.0,Negative
956,37,Hindi,the situation has gone out of control,the buffalo has gone into the water,the person is dead,incorrect,34486.0,Negative
957,34,Hindi,the situation has gone out of control,the buffalo has gone into the water,a problem has been avoided,incorrect,14767.0,Negative
958,82,Hindi,the situation has gone out of control,the buffalo has gone into the water,the situation has gone out of control,correct,2979.0,Negative
959,51,Hindi,the situation has gone out of control,the buffalo has gone into the water,the situation has gone out of control,correct,10985.0,Negative
960,85,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,3030.0,Positive
961,87,Spanish,to be rich or prosperous,to have more wool than a lamb,to be overly protective,incorrect,17482.0,Positive
962,110,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,47662.0,Positive
963,53,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,8793.0,Positive
964,89,Spanish,to be rich or prosperous,to have more wool than a lamb,to be overly protective,incorrect,15852.0,Positive
965,84,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,7235.0,Positive
966,83,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,4405.0,Positive
967,28,Spanish,to be rich or prosperous,to have more wool than a lamb,to be naive or inexperienced,incorrect,13584.0,Positive
968,131,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,34075.0,Positive
969,71,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,11271.0,Positive
970,69,Spanish,to be rich or prosperous,to have more wool than a lamb,to say something unnecessary,incorrect,10239.0,Positive
971,115,Spanish,to be rich or prosperous,to have more wool than a lamb,to be naive or inexperienced,incorrect,12777.0,Positive
972,46,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,12429.0,Positive
973,80,Spanish,to be rich or prosperous,to have more wool than a lamb,to be naive or inexperienced,incorrect,6645.0,Positive
974,119,Spanish,to be rich or prosperous,to have more wool than a lamb,to be naive or inexperienced,incorrect,10711.0,Positive
975,116,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,10584.0,Positive
976,101,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,16468.0,Positive
977,54,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,22612.0,Positive
978,100,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,18025.0,Positive
979,68,Spanish,to be rich or prosperous,to have more wool than a lamb,to be rich or prosperous,correct,22253.0,Positive
980,34,Spanish,to be rich or prosperous,to have more wool than a lamb,to say something unnecessary,incorrect,31852.0,Positive
981,74,Spanish,to be rich or prosperous,to have more wool than a lamb,to be overly protective,incorrect,19361.0,Positive
982,105,Russian,to be very talented,to shoe a flea,to waste time on small matters,incorrect,4843.0,Positive
983,32,Russian,to be very talented,to shoe a flea,to waste time on small matters,incorrect,9569.0,Positive
984,45,Russian,to be very talented,to shoe a flea,to waste time on small matters,incorrect,14941.0,Positive
985,91,Russian,to be very talented,to shoe a flea,to attempt to solve a difficult or impossible task,incorrect,45337.0,Positive
986,65,Russian,to be very talented,to shoe a flea,to pay a lot of attention to something or someone,incorrect,8230.0,Positive
987,62,Russian,to be very talented,to shoe a flea,to attempt to solve a difficult or impossible task,incorrect,15141.0,Positive
988,84,Russian,to be very talented,to shoe a flea,to attempt to solve a difficult or impossible task,incorrect,7878.0,Positive
989,120,Russian,to be very talented,to shoe a flea,to attempt to solve a difficult or impossible task,incorrect,26679.0,Positive
990,29,Russian,to be very talented,to shoe a flea,to waste time on small matters,incorrect,6499.0,Positive
991,71,Russian,to be very talented,to shoe a flea,to waste time on small matters,incorrect,10899.0,Positive
992,127,Russian,to be very talented,to shoe a flea,to waste time on small matters,incorrect,24796.0,Positive
993,109,Russian,to be very talented,to shoe a flea,to waste time on small matters,incorrect,10720.0,Positive
